fold_id,cv_tag,html_id,sent_id,text,tag
7,cv765,19037,81,"the critics have said that taran is not likeable at all , but the opposite is true .",pos
4,cv401,12605,75,"nope , i don't think so .",pos
5,cv509,15888,31,"thankfully , ephron has a wonderful supporting cast with posey , kinnear , chappelle , and a host of others , including a great scene involving brothers , aunts , and two sweet kids .",pos
0,cv017,22464,41,the combination of image and music is very impressive and also very effective .,pos
1,cv149,15670,0,"the long and illustrious career of robin williams , which has included both forgettable turns like mrs .",pos
0,cv096,11474,6,"giles , who is a widower and a recluse , does not frequent the cinema , but when he learns that an e . m . forster film is playing at the local theater , he screws up his courage and decides to go .",pos
9,cv947,10601,18,occasional breaks from this island earth also help the film tremendously .,pos
8,cv801,25228,1,"about three travelling salesmen attending an industrial convention , whose chicago company has sent them to wichita , where the company has paid all their expenses for them to rent a hospitality suite on the 16th floor of the hotel , where they aim to score a substantial account from the big kahuna , someone named dick fuller , who is the head of a big industrial corporation .",pos
5,cv548,17731,9,"serving as a guide to this world is joaquin phoenix , who plays a struggling songwriter named max california .",pos
1,cv155,7308,10,"the outstanding performances by de niro , walken , streep , savage , and cazale , who died very shortly after the filming of the movie was completed , really begin to shine through and promise not to halt in the near future .",pos
6,cv608,23231,9,"there is game show host jimmy gator ( phillip baker hall ) , a self absorbed tv icon who is hiding more than a few secrets from his public .",pos
2,cv255,13683,6,"meanwhile , henry seduces both simon's dependent mother ( porter ) and immature sister ( sundance queen posey ) with philosophical babble ( which is by turns brilliant and inane ) and breathy animal lust .",pos
4,cv437,22849,2,"the story unfolds in a near future , where the line between reality and virtual reality blurs .",pos
1,cv134,22246,20,another gem of the film is nathan lane as snowball .,pos
1,cv159,29505,10,"ted teaches his young neighbor about the wonders of literature ( after his cheapskate mother gives him a library card for his birthday ) , dispenses prophetic words of wisdom and even pays bobby one dollar a week to read him the local newspaper and keep his eyes peeled for the low men , a group of people chasing ted to exploit his special powers .",pos
7,cv745,12773,11,"next , he's 300 pound teenager , played with hopelessness and depression by troy veinotte .",pos
6,cv667,18467,50,"however , he does so largely by paralleling the star wars spirituality with the bible , offering an easy out for story-writing and once again bringing the viewer back to planet earth with a real-life connection .",pos
3,cv395,10849,3,"the parallel is present down to his love of music ( though zero plays the guitar rather than the violin ) , and his addiction to drugs ( amphetamines , rather than morphine ) .",pos
8,cv818,10211,19,"this time around , instead of john travolta , it's blaxploitation queen pam grier ( foxy brown has become jackie brown ) .",pos
7,cv734,21568,7,"yes , meryl streep brings her dramatic clout to the demanding role of guaspari , and that brings both good news and bad .",pos
3,cv313,18198,7,jim mcallister ( matthew broderick ) is the type of teacher that makes american high schools proud .,pos
9,cv988,18740,25,jake lloyd is the only actor here who has an ounce of evident spunk .,pos
2,cv224,17661,32,the scenery is so different from anything i have ever seen before .,pos
1,cv165,22619,35,during the strange climactic event of the film we get multiple messages from the filmmaker that the event we are seeing really does happen .,pos
8,cv889,21430,37,one thing i knew not to expect was a 'haunting' type movie with special effects galore .,pos
6,cv653,19583,31,"both their choices were perhaps born of impatience , perhaps of a sense that the grass is always greener--and it turns out that both choices were wrong .",pos
6,cv671,5054,17,"i also liked the performances of angus macfadyen , as robert the bruce , and , of course , mel gibson , as william wallace .",pos
9,cv944,13521,24,both do not depend heavily on = eye-candy in the form of cgi effects .,pos
8,cv807,21740,21,"the beauty of marrakech is matched by the terrific performance of kate winslet , as the film accurately encapsulates the timeless city and its bustling street scenes , expansive views , illustrious mosques , and grand sunsets .",pos
0,cv012,29576,0,synopsis : bobby garfield ( yelchin ) lives in a small town with his mirthless widowed mother ( hope davis ) .,pos
0,cv049,20471,10,and big chunks of talky moments .,pos
0,cv040,8276,6,"hell , no !",pos
7,cv706,24716,42,"using calgary , alberta as the prime location .",pos
3,cv367,22792,24,"it keep jumping around from past to present , so it obviously took awhile to get a grasp of things .",pos
2,cv252,23779,48,"a strange musical score , composed by michael nyman ( the piano ) and damon albarn , that often seems out of place , and in complete contrast to the image , somehow reflects the characters' twisted reactions on the world and their situation .",pos
2,cv231,10425,10,"although jackie brown marks mr . tarantino's first produced screenplay adaptation ( based on the elmore leonard novel "" rum punch "" ) , there's no mistaking his distinctive fingerprints all over this film .",pos
1,cv162,10424,32,"while the basic setup and premise for the film is fairly contrived , the aspect where it's head-and-shoulders above its predecessor is in its suspense sequences .",pos
6,cv689,12587,0,"it seemed wholly appropriate that at a weekend screening of "" the horse whisperer , "" the start of the film was delayed some twenty minutes due to "" projection difficulties . """,pos
2,cv294,11684,19,"with joel directing , ethan producing , and both writing , the coen brothers seem limitless in their capacity to turn our world inside out .",pos
8,cv806,8842,8,"the only basic differences between besson's futuristic depiction and the real life new york is that the smog is thicker , the buildings are higher , and the traffic floats !",pos
8,cv842,5866,10,"once they get to mexico , it's time to wait at the rendezvous point , a topless bar called titty twister where we're once again reminded tarantino wrote the movie as he drinks champagne off the foot of a stripper .",pos
4,cv454,2053,19,"it's a small moment , but it punches home the urgency of kimble's situation , and exactly what a man concerned about not being recognized might easily forget .",pos
2,cv239,3385,13,the rest of the cast is also very good .,pos
9,cv994,12270,5,parents of girl aren't crazy about the boy .,pos
8,cv824,8838,7,"we should all get up and go to the movies for the experience , especially if you haven't seen it .",pos
2,cv285,16494,23,committed to lifelong learning through effective communication,pos
3,cv345,9954,98,but perhaps it isn't a mistake .,pos
2,cv287,15900,0,written by mark rosenthal and lawrence konner,pos
8,cv819,9364,39,"because of freeman's powerful presence , he carries half the film by himself .",pos
0,cv067,19774,8,"he will instead pursue the supernatural angle , becoming a kind of surrogate father to cole ( who lives with his single mother , lynn ( collette ) ) in the process .",pos
6,cv693,18063,41,it almost seems as though the writers were having a difficult time trying to figure out how to explain the concept for the movie .,pos
8,cv875,5754,20,"matilda is a story which promotes the value of intellectual curiosity over passive entertainment , and it does so while poking holes in that most frustrating of notions for a child -- that because "" i'm big and you're little , i'm right and you're wrong . """,pos
